,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure_x,Estimated Salary in € ,NumOfProducts,HasCrCard,Tenure_y,IsActiveMember,Exited,Balance in €
71,15812518,Palermo,657,Spain,Female,37.0,0,44203.55,1,Yes,0,Yes,0,163607.18
72,15779052,Ballard,604,Germany,Female,25.0,5,58426.81,2,Yes,5,Yes,0,157780.84
73,15770811,Wallace,519,FRA,Male,36.0,9,145562.4,2,Yes,9,Yes,0,0.0
74,15780961,Cavenagh,735,France,Female,21.0,1,22388.0,2,No,1,No,0,178718.19
75,15614049,Hu,664,FRA,Male,55.0,8,139161.64,2,Yes,8,Yes,0,0.0
76,15662085,Read,678,FRA,Female,32.0,9,148210.64,1,Yes,9,Yes,0,0.0
77,15575185,Bushell,757,Spain,Male,33.0,5,194239.63,1,Yes,5,Yes,0,77253.22
78,15803136,Postle,416,Germany,Female,41.0,10,98301.61,2,No,10,No,0,122189.66
79,15706021,Buley,665,France,Female,34.0,1,171413.66,2,No,1,No,0,96645.54
80,15663706,Leonard,777,France,Female,32.0,2,136458.19,1,No,2,No,1,0.0
81,15641732,Mills,543,France,Female,36.0,3,26019.59,2,No,3,No,0,0.0
82,15701164,Onyeorulu,506,FRA,Female,34.0,4,159235.29,1,Yes,4,Yes,0,90307.62
83,15738751,Beit,493,France,Female,46.0,4,1907.66,2,No,4,No,0,0.0
84,15805254,Ndukaku,652,Spain,Female,75.0,10,114675.75,2,Yes,10,Yes,0,0.0
85,15762418,Gant,750,Spain,Male,22.0,3,128643.35,1,No,3,No,1,121681.82
86,15625759,Rowley,729,France,Male,30.0,9,151869.35,2,No,9,No,0,0.0
87,15622897,Sharpe,646,French,Female,46.0,4,93251.42,3,No,4,No,1,0.0
88,15767954,Osborne,635,Germany,Female,28.0,3,156791.36,2,Yes,3,Yes,0,81623.67
89,15757535,Heap,647,Spain,Female,44.0,5,174205.22,3,Yes,5,Yes,1,0.0
90,15731511,Ritchie,808,France,Male,45.0,7,147132.46,2,No,7,No,0,118626.55
91,15809248,Cole,524,FRA,Female,36.0,10,109614.57,2,No,10,No,0,0.0
92,15640635,Capon,769,FRA,Male,29.0,8,172290.61,2,Yes,8,Yes,0,0.0
93,15676966,Capon,730,Spain,Male,42.0,4,85982.47,2,Yes,4,Yes,0,0.0
94,15699461,Fiorentini,515,Spain,Male,35.0,10,121277.78,1,Yes,10,Yes,0,176273.95
95,15738721,Graham,773,Spain,Male,41.0,9,64595.25,1,Yes,9,Yes,0,102827.44
96,15693683,Yuille,814,Germany,Male,29.0,8,197276.13,2,Yes,8,Yes,0,97086.4
97,15604348,Allard,710,Spain,Male,22.0,8,99645.04,2,No,8,No,0,0.0
98,15633059,Fanucci,413,France,Male,34.0,9,6534.18,2,No,9,No,0,0.0
99,15808582,Fu,665,FRA,Female,40.0,6,161848.03,1,Yes,6,Yes,0,0.0
100,15743192,Hung,623,French,Female,44.0,6,167162.43,2,No,6,No,0,0.0
101,15580146,Hung,738,France,Male,31.0,9,41970.72,1,No,9,No,0,82674.15
102,15776605,Bradley,528,Spain,Male,36.0,7,60536.56,2,No,7,No,0,0.0
103,15804919,Dunbabin,670,Spain,Female,65.0,1,177655.68,1,Yes,1,Yes,1,0.0
104,15613854,Mauldon,622,Spain,Female,46.0,4,30984.59,2,Yes,4,Yes,1,107073.27
105,15599195,Stiger,582,Germany,Male,32.0,1,10054.53,1,Yes,1,Yes,0,88938.62
106,15812878,Parsons,785,Germany,Female,36.0,2,36976.52,1,Yes,2,Yes,0,99806.85
107,15602312,Walkom,605,Spain,Male,33.0,5,71862.79,1,No,5,No,0,150092.8
108,15744689,T'ang,479,Germany,Male,35.0,9,99449.86,1,No,9,No,1,92833.89
109,15803526,Eremenko,685,Germany,Male,30.0,3,63082.88,1,Yes,3,Yes,0,90536.81
110,15665790,Rowntree,538,Germany,Male,39.0,7,27231.26,2,No,7,No,0,108055.1
111,15715951,Thorpe,562,France,Male,42.0,2,86797.41,1,No,2,No,0,100238.35
112,15591100,Chiemela,675,Spain,Male,36.0,9,22994.32,1,Yes,9,Yes,0,106190.55
113,15609618,Fanucci,721,Germany,Male,28.0,9,101300.94,2,Yes,9,Yes,1,154475.54
114,15675522,Ko,628,Germany,Female,30.0,9,74169.13,2,Yes,9,Yes,0,132351.29
115,15705512,Welch,668,Germany,Female,37.0,6,115638.29,1,No,6,No,0,167864.4
116,15698028,Duncan,506,France,Female,41.0,1,31766.3,2,No,1,No,0,0.0
117,15661670,Chidozie,524,Germany,Female,31.0,8,199725.39,1,No,8,No,1,107818.63
118,15600781,Wu,699,Germany,Male,34.0,4,120834.48,2,No,4,No,0,185173.81
119,15682472,Culbreth,828,French,Male,34.0,8,38131.77,2,No,8,No,0,129433.34
120,15690673,Cameron,656,French,Female,39.0,6,141069.88,2,No,6,No,0,0.0
121,15760085,Calabresi,684,Germany,Female,48.0,10,198129.36,1,Yes,10,Yes,0,126384.42
122,15779659,Zetticci,625,FRA,Female,28.0,3,183646.41,1,No,3,No,0,0.0
123,15627360,Fuller,432,France,Male,42.0,9,110265.24,1,No,9,No,1,152603.45
124,15671137,MacDonald,549,France,Female,52.0,1,8636.05,1,Yes,1,Yes,1,0.0
125,15782688,Piccio,625,Germany,Male,56.0,0,46824.08,1,No,0,No,1,148507.24
126,15575492,Kennedy,828,FRA,Female,41.0,7,171378.77,2,No,7,No,0,0.0
127,15591607,Fernie,770,FRA,Male,24.0,9,167256.35,1,No,9,No,0,101827.07
128,15740404,He,758,FRA,Female,34.0,3,124226.16,2,Yes,3,Yes,0,0.0
129,15718369,Kaodilinakachukwu,795,Germany,Female,33.0,9,114935.21,1,Yes,9,Yes,0,130862.43
130,15677871,Cocci,687,France,Male,38.0,9,35608.88,1,Yes,9,Yes,0,122570.87
131,15642004,Alekseeva,686,French,Male,25.0,1,16459.37,2,Yes,1,Yes,0,0.0
132,15712543,Chinweike,789,Germany,Male,39.0,7,124411.08,2,Yes,7,Yes,0,124828.46
133,15584518,Arthur,589,Germany,Female,50.0,5,34941.23,2,Yes,5,Yes,0,144895.05
134,15802381,Li,461,Germany,Female,34.0,5,167784.28,1,Yes,5,Yes,0,63663.93
135,15610156,Ma,637,FRA,Male,40.0,2,93165.34,1,Yes,2,Yes,0,133463.1
136,15594408,Chia,584,Spain,Female,48.0,2,75161.25,1,No,2,No,1,213146.2
137,15640905,Vasin,579,Spain,Female,35.0,1,8590.83,2,Yes,1,Yes,1,129490.36
138,15698932,Groves,756,Germany,Male,44.0,10,189543.9,1,No,10,No,0,137452.09
139,15724944,Tien,663,France,Male,34.0,7,180427.24,2,Yes,7,Yes,0,0.0
140,15628145,Forwood,682,FRA,Female,43.0,5,193318.33,1,Yes,5,Yes,0,125851.93
141,15713483,Greeves,793,Spain,Male,52.0,2,159123.82,1,No,2,No,1,0.0
142,15612350,Taylor,691,FRA,Female,31.0,5,126213.84,1,No,5,No,1,40915.55
143,15800703,Madukwe,485,Spain,Female,21.0,5,54141.5,1,Yes,5,Yes,0,113157.22
144,15705707,Bennelong,635,Spain,Female,29.0,8,141075.51,2,No,8,No,0,138296.94
145,15754105,Olisanugo,650,French,Male,37.0,5,24495.03,1,No,5,No,0,106967.18
146,15703264,Chukwufumnanya,735,France,Male,44.0,9,74836.34,1,No,9,No,0,120681.63
147,15794413,Harris,416,France,Male,32.0,0,878.87,2,Yes,0,Yes,0,0.0
148,15650237,Morgan,754,Spain,Female,32.0,7,89520.75,2,No,7,No,0,0.0
149,15759618,Alexeeva,535,French,Female,48.0,9,149892.79,1,No,9,No,1,0.0
150,15811589,Metcalfe,716,Spain,Male,42.0,8,180800.42,2,No,8,No,0,0.0
151,15689044,Humphries,539,France,Male,37.0,2,98646.22,1,No,2,No,0,127609.59
152,15709368,Milne,614,French,Female,43.0,6,109041.53,2,Yes,6,Yes,0,0.0
153,15679145,Chou,706,Spain,Male,57.0,7,17941.16,1,No,7,No,1,0.0
154,15655007,Li,758,French,Female,33.0,7,82996.47,2,No,7,No,0,0.0
155,15623595,Clayton,586,Spain,Female,28.0,2,92067.35,2,Yes,2,Yes,0,0.0
156,15589975,Maclean,646,French,Female,73.0,6,104719.66,1,Yes,6,Yes,0,97259.25
157,15804017,Chigolum,631,Germany,Female,33.0,4,112687.57,1,No,4,No,0,123246.7
158,15692132,Wilkinson,717,Spain,Female,22.0,6,84699.56,1,Yes,6,Yes,0,101060.25
159,15641122,Wei,684,French,Male,30.0,2,83473.82,2,No,2,No,0,0.0
160,15630910,Treacy,800,FRA,Female,49.0,7,47125.11,1,No,7,No,0,108007.36
161,15680772,Hu,721,Spain,Female,36.0,2,106977.8,2,Yes,2,Yes,0,0.0
162,15658929,Taverner,683,Spain,Male,29.0,0,55582.54,1,No,0,No,1,133702.89
163,15585388,Sherman,660,Germany,Male,31.0,9,139874.43,2,Yes,9,Yes,0,125189.75
164,15724623,Taubman,704,Germany,Female,24.0,7,162503.48,1,No,7,No,1,113034.22
165,15588537,Robinson,615,Spain,Female,41.0,9,196499.96,1,No,9,No,0,109013.23
166,15574692,Pinto,667,Spain,Female,39.0,2,40721.24,2,No,2,No,1,0.0
167,15611325,Wood,682,Germany,Male,24.0,9,53134.3,2,No,9,No,0,57929.81
168,15587562,Hawkins,484,French,Female,29.0,4,164017.89,1,No,4,No,0,130114.39
169,15613172,Sun,628,Germany,Male,27.0,5,155996.96,2,No,5,No,0,95826.49
170,15651022,Yost,480,Germany,Male,44.0,10,5472.7,1,No,10,No,1,129608.57
171,15586310,Ting,578,French,Male,30.0,4,112187.11,1,No,4,No,0,169462.09
172,15625524,Rowe,512,France,Male,40.0,5,146457.83,2,Yes,5,Yes,0,0.0
173,15755209,Fu,484,Spain,Female,35.0,7,27286.1,1,Yes,7,Yes,0,133868.21
174,15645248,Ho,510,French,Female,30.0,0,130553.47,2,Yes,0,Yes,0,0.0
175,15790355,Okechukwu,606,Germany,Male,36.0,5,179351.89,2,No,5,No,0,190479.48
176,15762615,Campbell,597,Spain,Female,40.0,8,94774.12,1,Yes,8,Yes,0,101993.12
177,15625426,Ashbolt,754,Germany,Female,55.0,3,8080.85,1,No,3,No,1,161608.81
178,15716334,Rozier,850,Spain,Female,45.0,2,19482.5,1,Yes,2,Yes,0,122311.21
179,15789669,Hsia,510,FRA,Male,65.0,2,48071.61,2,Yes,2,Yes,0,0.0
180,15621075,Ogbonnaya,778,Germany,Female,45.0,1,174531.27,2,No,1,No,0,162150.42
181,15810845,T'ang,636,FRA,Male,42.0,2,55470.78,2,Yes,2,Yes,0,0.0
182,15719377,Cocci,804,French,Female,50.0,4,8546.87,1,Yes,4,Yes,1,0.0
183,15654506,Chang,514,France,Male,32.0,8,95857.18,2,No,8,No,0,0.0
184,15771977,T'ao,730,FRA,Female,39.0,1,194945.8,1,No,1,No,0,99010.67
185,15708710,Ford,525,Spain,Female,37.0,0,131521.72,1,Yes,0,Yes,0,0.0
186,15726676,Marshall,616,Spain,Male,30.0,5,196108.51,2,Yes,5,Yes,0,0.0
187,15587421,Tsai,687,Germany,Female,34.0,7,148564.76,2,No,7,No,0,111388.18
188,15726931,Onwumelu,715,FRA,Female,41.0,8,92982.61,2,No,8,No,1,56214.85
189,15771086,Graham,512,French,Female,36.0,3,17675.36,2,No,3,No,0,84327.77
190,15756850,Golovanov,479,French,Male,40.0,1,114996.43,2,No,1,No,0,0.0
191,15702741,Potts,601,French,Male,32.0,8,86957.42,1,No,8,No,0,93012.89
192,15679200,Crawford,580,Spain,Male,29.0,9,128077.8,2,No,9,No,0,61710.44
193,15594815,Aleshire,807,France,Male,35.0,3,600.36,1,Yes,3,Yes,0,174790.15
194,15635905,Moran,616,Spain,Female,32.0,6,43001.46,2,Yes,6,Yes,0,0.0
195,15777892,Samsonova,721,Germany,Male,37.0,3,158591.12,1,Yes,3,Yes,0,107720.64
196,15656176,Jenkins,501,France,Male,57.0,10,47847.19,2,Yes,10,Yes,0,0.0
197,15811127,Volkov,521,FRA,Male,35.0,6,10488.44,1,No,6,No,0,96423.84
198,15604482,Chiemezie,850,Spain,Male,30.0,2,5978.2,1,Yes,2,Yes,0,141040.01
199,15622911,Jude,759,FRA,Male,42.0,4,121409.06,1,Yes,4,Yes,0,105420.18
200,15600974,He,516,Spain,Male,50.0,5,146145.93,1,Yes,5,Yes,1,0.0
201,15727868,Onuora,711,France,Female,38.0,2,14374.86,2,Yes,2,Yes,1,129022.06
202,15627801,Ginikanwa,512,Spain,Male,33.0,3,94670.77,1,No,3,No,0,176666.62
203,15773039,Ku,550,France,Male,37.0,3,179670.31,1,Yes,3,Yes,0,0.0
204,15755262,McDonald,608,Spain,Female,41.0,3,199304.74,1,No,3,No,1,89763.84
205,15679531,Collins,618,France,Male,34.0,5,151954.39,1,Yes,5,Yes,0,134954.53
206,15684181,Hackett,643,French,Male,45.0,5,142513.5,1,No,5,No,1,0.0
207,15612087,Dike,671,France,Male,45.0,2,158264.62,1,Yes,2,Yes,0,106376.85
208,15752047,Trevisano,689,Germany,Male,33.0,2,169381.9,2,No,2,No,0,161814.64
209,15624592,Tan,603,French,Male,31.0,8,169915.02,2,Yes,8,Yes,0,0.0
210,15573152,Glassman,620,French,Female,41.0,9,88852.47,2,No,9,No,0,0.0
211,15594917,Miller,676,French,Female,34.0,1,40645.81,1,Yes,1,Yes,0,63095.01
212,15785542,Kornilova,572,Germany,Male,26.0,4,60427.3,2,No,4,No,0,118287.01
213,15723488,Watson,668,Germany,Male,47.0,7,157959.02,1,Yes,7,Yes,1,106854.21
214,15680920,Marchesi,695,French,Male,46.0,7,133007.34,1,No,7,No,0,49512.55
215,15786308,Millar,730,Spain,Female,33.0,9,176576.62,2,No,9,No,0,0.0
216,15659366,Shih,807,FRA,Male,43.0,1,34888.04,2,No,1,No,1,105799.32
217,15774854,Fuller,592,FRA,Male,54.0,8,28737.71,1,Yes,8,Yes,1,0.0
218,15725311,Hay,726,France,Female,31.0,9,98178.57,2,Yes,9,Yes,0,114722.05
219,15787155,Yang,514,Spain,Male,30.0,7,125010.24,1,Yes,7,Yes,0,0.0
220,15727829,McIntyre,567,FRA,Male,42.0,2,167984.61,2,Yes,2,Yes,0,0.0
221,15733247,Stevenson,850,France,Male,33.0,10,4861.72,1,No,10,No,1,0.0
222,15568748,Poole,671,Germany,Male,45.0,6,108872.45,1,Yes,6,Yes,1,99564.22
223,15699029,Bagley,670,FRA,Male,37.0,4,198252.88,2,No,4,No,0,170557.91
224,15774393,Ch'ien,694,French,Female,30.0,9,26960.31,2,Yes,9,Yes,0,0.0
225,15676895,Cattaneo,547,Germany,Female,39.0,6,85746.52,3,Yes,6,Yes,1,74596.15
226,15637753,O'Sullivan,751,Germany,Male,50.0,2,77206.25,1,No,2,No,1,96888.39
227,15605461,Lucas,594,Germany,Female,29.0,3,61048.53,1,No,3,No,0,130830.22
228,15808473,Ringrose,673,France,Male,72.0,1,111981.19,2,Yes,1,Yes,0,0.0
229,15627000,Freeman,610,FRA,Male,40.0,0,62232.6,2,No,0,No,0,0.0
230,15787174,Sergeyev,512,French,Female,37.0,1,156105.03,2,Yes,1,Yes,0,0.0
231,15723886,Fiore,767,Germany,Male,20.0,3,150135.38,2,Yes,3,Yes,0,119714.25
232,15704769,Smith,585,French,Female,67.0,5,93146.11,2,Yes,5,Yes,0,113978.97
233,15772896,Dumetochukwu,763,Germany,Male,42.0,6,33462.94,1,No,6,No,1,100160.75
234,15711540,Pacheco,712,France,Female,29.0,2,144375.0,1,Yes,2,Yes,0,0.0
235,15764866,Synnot,539,Germany,Female,43.0,3,55803.96,3,No,3,No,1,116220.5
236,15794056,Johnston,668,France,Female,46.0,2,89048.46,3,No,2,No,1,0.0
237,15795149,Stevens,703,FRA,Male,28.0,2,162812.16,2,Yes,2,Yes,0,81173.83
238,15812009,Grant,662,Spain,Male,38.0,4,136259.65,2,No,4,No,0,0.0
239,15651001,Tsao,725,Germany,Female,39.0,5,124052.97,1,No,5,No,0,116803.8
240,15813844,Barnes,703,FRA,Male,37.0,8,74158.8,2,Yes,8,Yes,0,105961.68
241,15596175,McIntosh,659,Germany,Male,67.0,6,45071.09,1,Yes,6,Yes,1,117411.6
242,15576269,Madison,523,Spain,Male,34.0,7,62030.06,2,No,7,No,0,0.0
243,15797219,Ifesinachi,635,France,Female,40.0,10,131953.23,1,No,10,No,1,123497.58
244,15685500,Glazkov,772,Germany,Male,26.0,7,79414.0,2,No,7,No,0,152400.51
245,15599792,Dimauro,545,FRA,Female,26.0,1,199638.56,2,Yes,1,Yes,0,0.0
246,15657566,Wieck,634,Germany,Male,24.0,8,157577.29,1,Yes,8,Yes,0,103097.85
247,15772423,Liao,739,Germany,Male,54.0,8,134420.75,1,No,8,No,1,126418.14
248,15628112,Hughes,771,Germany,Female,36.0,5,99805.99,1,No,5,No,0,77846.9
249,15753754,Morrison,587,Spain,Female,34.0,1,97932.68,2,Yes,1,Yes,0,0.0
250,15793726,Matveyeva,681,France,Female,79.0,0,170968.99,2,Yes,0,Yes,0,0.0
251,15694717,Ku,544,Germany,Male,37.0,2,57558.95,1,Yes,2,Yes,0,79731.91
252,15665834,Cheatham,696,Spain,Male,28.0,8,176713.47,1,No,8,No,0,0.0
253,15765297,Yao,766,Spain,Male,41.0,0,34283.23,2,Yes,0,Yes,0,0.0
254,15636684,Kirkland,727,FRA,Male,34.0,10,198637.34,2,Yes,10,Yes,0,0.0
255,15592979,Rose,671,Germany,Female,34.0,6,156917.12,2,No,6,No,0,37266.67
256,15750803,Jess,693,FRA,Female,30.0,6,50457.2,1,Yes,6,Yes,0,127992.25
257,15607178,Welch,850,Germany,Male,38.0,3,140075.55,1,Yes,3,Yes,0,54901.01
258,15713853,Ifeajuna,732,Germany,Male,42.0,9,65323.11,2,Yes,9,Yes,0,108748.08
259,15673481,Morton,726,Spain,Female,48.0,6,64323.24,1,No,6,No,0,99906.19
260,15686776,Rossi,557,FRA,Female,32.0,6,14956.44,2,No,6,No,0,184686.41
261,15673693,Reppert,682,France,Female,26.0,0,111879.21,1,Yes,0,Yes,0,110654.02
262,15700696,Kang,738,Spain,Male,31.0,9,18606.23,1,Yes,9,Yes,0,79019.8
263,15813163,Ch'iu,531,Spain,Female,36.0,9,123137.01,1,No,9,No,0,99240.51
264,15653857,Wallis,498,French,Male,34.0,2,148528.24,2,Yes,2,Yes,0,0.0
265,15777076,Clark,651,France,Male,36.0,7,13898.31,2,No,7,No,0,0.0
266,15717398,Fielding,549,Spain,Female,39.0,7,81259.25,1,No,7,No,1,0.0
267,15799217,Zetticci,791,Germany,Female,35.0,7,161051.75,1,No,7,No,0,52436.2
268,15787071,Dulhunty,650,Spain,Male,41.0,9,191599.67,2,Yes,9,Yes,0,0.0
269,15619955,Bevington,733,Germany,Male,34.0,3,48559.19,3,No,3,No,1,100337.96
270,15796505,Boyle,811,Germany,Female,34.0,1,186339.74,2,Yes,1,Yes,0,149297.19
271,15725166,Newton,707,French,Male,30.0,8,33159.37,2,No,8,No,0,0.0
272,15800116,Bowman,712,Germany,Male,28.0,4,93883.53,1,Yes,4,Yes,0,145605.44
273,15758685,Dubinina,706,Spain,Female,37.0,7,110899.3,2,Yes,7,Yes,0,0.0
274,15694456,Toscani,756,French,Male,62.0,3,11199.04,1,Yes,3,Yes,1,0.0
275,15767339,Chiazagomekpere,777,French,Female,53.0,10,189992.97,2,No,10,No,0,0.0
276,15683562,Allen,646,French,Male,35.0,6,164255.69,1,Yes,6,Yes,0,84026.86
277,15782210,K'ung,714,French,Male,46.0,1,152167.79,1,No,1,No,1,0.0
278,15668893,Wilsmore,782,France,Male,39.0,8,33949.67,2,Yes,8,Yes,0,0.0
279,15669169,Hargreaves,775,Spain,Male,29.0,10,68143.93,2,Yes,10,Yes,0,0.0
280,15643024,Huang,479,Germany,Male,35.0,4,47251.79,1,Yes,4,Yes,1,138718.92
281,15699389,Ch'ien,807,French,Male,42.0,7,25885.72,1,Yes,7,Yes,0,118274.71
282,15708608,Wallwork,799,FRA,Female,22.0,8,192633.85,2,Yes,8,Yes,0,174185.98
283,15626144,Chu,675,French,Male,40.0,7,34577.36,2,No,7,No,0,113208.86
284,15573112,Kang,602,Spain,Male,29.0,5,161229.84,1,No,5,No,0,103907.28
285,15790678,Davidson,475,FRA,Female,32.0,8,100816.29,1,No,8,No,0,119023.28
286,15727556,O'Donnell,744,Spain,Female,26.0,5,181694.44,1,Yes,5,Yes,0,166297.89
287,15697307,Nnachetam,588,Spain,Male,34.0,10,79078.91,2,No,10,No,0,0.0
288,15652266,Chidiebele,703,Germany,Male,42.0,9,137316.32,1,Yes,9,Yes,0,63227.0
289,15607098,Ahmed,747,Spain,Female,41.0,5,194926.86,2,No,5,No,0,94521.17
290,15655774,Booth,583,French,Male,27.0,7,51285.49,2,No,7,No,0,0.0
291,15590241,Chuang,750,Spain,Female,34.0,9,150401.53,1,No,9,No,1,112822.26
